,Column1,location_x,stdt,eddt,damagearea,경도,위도,상태,동두천,수원,양평,이천,파주,관측소,Unnamed: 0,location_y,date,avg_temp,min_temp,max_temp,rainfall,max_wind_speed,avg_wind
264,268,경기광주,2020-03-24,2020-03-24,0.01,127.2917767,37.4004581,인근좌표,False,False,True,False,False,양평,10305.0,양평,2020-03-24,10.5,1.7,18.6,0.0,3.1,1.2
265,269,경기수원,2020-03-24,2020-03-24,0.01,127.0029967,37.31811976,인근좌표,False,True,False,False,False,수원,7628.0,수원,2020-03-24,9.6,2.2,17.6,0.0,4.6,1.5
266,270,경기포천,2020-03-25,2020-03-25,0.5,127.237579,37.96766787,인근좌표,True,False,False,False,False,동두천,2275.0,동두천,2020-03-25,10.8,2.3,21.2,0.0,5.6,1.3
267,271,경기안성,2020-03-25,2020-03-25,0.1,127.3059003,37.02476089,인근좌표,False,False,False,True,False,이천,12983.0,이천,2020-03-25,11.8,1.7,21.0,0.0,2.6,0.9
268,272,경기여주,2020-03-25,2020-03-25,0.06,127.64428500000001,37.28762711,인근좌표,False,False,False,True,False,이천,12983.0,이천,2020-03-25,11.8,1.7,21.0,0.0,2.6,0.9
269,273,경기여주,2020-03-25,2020-03-25,0.05,127.64428500000001,37.28762711,인근좌표,False,False,False,True,False,이천,12983.0,이천,2020-03-25,11.8,1.7,21.0,0.0,2.6,0.9
270,274,경기남양주,2020-03-25,2020-03-25,0.02,127.25800349999999,37.64296989,인근좌표,False,False,True,False,False,양평,10306.0,양평,2020-03-25,11.7,1.9,20.3,0.0,3.9,1.1
271,275,경기포천,2020-03-25,2020-03-25,0.05,127.237579,37.96766787,인근좌표,True,False,False,False,False,동두천,2275.0,동두천,2020-03-25,10.8,2.3,21.2,0.0,5.6,1.3
272,276,경기남양주,2020-03-26,2020-03-26,0.33,127.25800349999999,37.64296989,인근좌표,False,False,True,False,False,양평,10307.0,양평,2020-03-26,13.5,5.0,20.9,1.4,3.6,1.1
273,277,경기광주,2020-03-26,2020-03-26,0.02,127.2917767,37.4004581,인근좌표,False,False,True,False,False,양평,10307.0,양평,2020-03-26,13.5,5.0,20.9,1.4,3.6,1.1
274,278,경기오산,2020-03-28,2020-03-28,0.01,127.051305,37.163072799999995,인근좌표,False,True,False,False,False,수원,7632.0,수원,2020-03-28,7.5,4.4,12.8,0.0,6.1,3.2
275,279,경기안양,2020-03-28,2020-03-28,0.08,126.9027706,37.40454384,인근좌표,False,True,False,False,False,수원,7632.0,수원,2020-03-28,7.5,4.4,12.8,0.0,6.1,3.2
276,280,경기고양,2020-03-29,2020-03-29,0.04,126.89936759999999,37.66019018,인근좌표,False,False,False,False,True,파주,4956.0,파주,2020-03-29,6.2,-3.1,15.3,0.0,3.4,1.5
277,281,경기화성,2020-03-29,2020-03-29,0.1,126.91625570000001,37.15266119,인근좌표,False,True,False,False,False,수원,7633.0,수원,2020-03-29,7.4,-1.0,15.8,0.0,4.6,1.6
278,282,경기파주,2020-03-29,2020-03-29,0.03,126.8077119,37.84944357,인근좌표,False,False,False,False,True,파주,4956.0,파주,2020-03-29,6.2,-3.1,15.3,0.0,3.4,1.5
279,283,경기가평,2020-03-29,2020-03-29,0.28,127.4076594,37.8112458,인근좌표,False,False,True,False,False,양평,10310.0,양평,2020-03-29,8.2,-0.8,15.7,0.0,3.0,1.1
280,284,경기가평,2020-03-29,2020-03-29,0.54,127.4076594,37.8112458,인근좌표,False,False,True,False,False,양평,10310.0,양평,2020-03-29,8.2,-0.8,15.7,0.0,3.0,1.1
281,285,경기양평,2020-03-30,2020-03-30,1.0,127.58109590000001,37.51899594,인근좌표,False,False,True,False,False,양평,10311.0,양평,2020-03-30,9.9,2.1,17.7,0.0,3.2,1.0
282,286,경기하남,2020-03-30,2020-03-30,0.05,127.2110935,37.5303375,인근좌표,False,False,True,False,False,양평,10311.0,양평,2020-03-30,9.9,2.1,17.7,0.0,3.2,1.0
283,287,경기고양,2020-03-30,2020-03-30,0.03,126.89936759999999,37.66019018,인근좌표,False,False,False,False,True,파주,4957.0,파주,2020-03-30,6.8,-2.4,16.1,0.0,3.6,1.1
284,288,경기평택,2020-04-01,2020-04-01,3.75,127.0037131,37.02303199,인근좌표,False,True,False,False,False,수원,7636.0,수원,2020-04-01,11.1,6.6,17.6,0.0,7.4,3.0
285,289,경기가평,2020-04-01,2020-04-01,0.3,127.4076594,37.8112458,인근좌표,False,False,True,False,False,양평,10313.0,양평,2020-04-01,12.3,5.6,20.0,0.0,5.4,2.1
286,290,경기고양,2020-04-01,2020-04-01,1.0,126.89936759999999,37.66019018,인근좌표,False,False,False,False,True,파주,4959.0,파주,2020-04-01,9.6,2.5,17.9,0.0,6.7,2.0
287,291,경기파주,2020-04-01,2020-04-01,0.66,126.8077119,37.84944357,인근좌표,False,False,False,False,True,파주,4959.0,파주,2020-04-01,9.6,2.5,17.9,0.0,6.7,2.0
288,292,경기용인,2020-04-01,2020-04-01,0.17,127.24003640000001,37.22209372,인근좌표,False,False,False,True,False,이천,12990.0,이천,2020-04-01,11.8,4.9,20.4,0.0,5.9,2.1
289,293,경기파주,2020-04-02,2020-04-02,1.65,126.8077119,37.84944357,인근좌표,False,False,False,False,True,파주,4960.0,파주,2020-04-02,6.8,-2.1,15.9,0.0,5.1,1.7
290,294,경기의왕,2020-04-02,2020-04-02,0.46,126.9891898,37.35795112,인근좌표,False,True,False,False,False,수원,7637.0,수원,2020-04-02,8.7,1.9,15.4,0.0,5.1,2.0
291,295,경기평택,2020-04-02,2020-04-03,0.01,127.0037131,37.02303199,인근좌표,False,True,False,False,False,수원,7637.0,수원,2020-04-02,8.7,1.9,15.4,0.0,5.1,2.0
292,296,경기가평,2020-04-03,2020-04-03,0.11,127.4076594,37.8112458,인근좌표,False,False,True,False,False,양평,10315.0,양평,2020-04-03,9.4,-0.1,18.3,0.0,3.9,1.4
293,297,경기여주,2020-04-03,2020-04-03,0.03,127.64428500000001,37.28762711,인근좌표,False,False,False,True,False,이천,12992.0,이천,2020-04-03,9.5,0.0,18.6,0.0,4.7,1.9
294,298,경기파주,2020-04-04,2020-04-04,0.06,126.8077119,37.84944357,인근좌표,False,False,False,False,True,파주,4962.0,파주,2020-04-04,8.1,2.3,13.6,0.0,6.3,2.8
295,299,경기의왕,2020-04-04,2020-04-04,1.0,126.9891898,37.35795112,인근좌표,False,True,False,False,False,수원,7639.0,수원,2020-04-04,8.9,4.6,13.7,0.0,7.7,3.5
296,300,경기남양주,2020-04-04,2020-04-04,6.2,127.25800349999999,37.64296989,인근좌표,False,False,True,False,False,양평,10316.0,양평,2020-04-04,8.9,3.2,15.3,0.0,6.1,2.2
297,301,경기시흥,2020-04-04,2020-04-04,0.05,126.83356609999998,37.39397721,인근좌표,False,True,False,False,False,수원,7639.0,수원,2020-04-04,8.9,4.6,13.7,0.0,7.7,3.5
298,302,경기양평,2020-04-05,2020-04-05,0.09,127.58109590000001,37.51899594,인근좌표,False,False,True,False,False,양평,10317.0,양평,2020-04-05,7.9,1.2,14.4,0.0,3.5,1.8
299,303,경기파주,2020-04-05,2020-04-05,0.2,126.8077119,37.84944357,인근좌표,False,False,False,False,True,파주,4963.0,파주,2020-04-05,5.7,-3.8,15.3,0.0,5.3,1.5
300,304,경기화성,2020-04-05,2020-04-05,0.2,126.91625570000001,37.15266119,인근좌표,False,True,False,False,False,수원,7640.0,수원,2020-04-05,6.7,2.0,11.8,0.0,5.3,2.6
301,305,경기광주,2020-04-05,2020-04-05,2.7,127.2917767,37.4004581,인근좌표,False,False,True,False,False,양평,10317.0,양평,2020-04-05,7.9,1.2,14.4,0.0,3.5,1.8
302,306,경기파주,2020-04-05,2020-04-05,0.1,126.8077119,37.84944357,인근좌표,False,False,False,False,True,파주,4963.0,파주,2020-04-05,5.7,-3.8,15.3,0.0,5.3,1.5
303,307,경기양주,2020-04-05,2020-04-05,0.01,127.0141132,37.80569311,인근좌표,True,False,False,False,False,동두천,2286.0,동두천,2020-04-05,7.1,0.2,16.2,0.0,6.4,1.7
304,308,경기시흥,2020-04-06,2020-04-06,0.03,126.83356609999998,37.39397721,인근좌표,False,True,False,False,False,수원,7641.0,수원,2020-04-06,8.2,1.1,15.7,0.0,5.9,2.2
305,309,경기남양주,2020-04-06,2020-04-06,0.1,127.25800349999999,37.64296989,인근좌표,False,False,True,False,False,양평,10318.0,양평,2020-04-06,9.0,-0.4,17.6,0.0,3.8,1.5
306,310,경기의왕,2020-04-06,2020-04-06,0.06,126.9891898,37.35795112,인근좌표,False,True,False,False,False,수원,7641.0,수원,2020-04-06,8.2,1.1,15.7,0.0,5.9,2.2
307,311,경기파주,2020-04-07,2020-04-07,0.03,126.8077119,37.84944357,인근좌표,False,False,False,False,True,파주,4965.0,파주,2020-04-07,8.9,1.3,17.9,0.0,5.3,1.6
308,312,경기의왕,2020-04-08,2020-04-08,0.13,126.9891898,37.35795112,인근좌표,False,True,False,False,False,수원,7643.0,수원,2020-04-08,8.8,3.7,13.9,0.0,7.1,3.3
309,313,경기연천,2020-04-08,2020-04-08,0.1,127.02681979999998,38.08507414,인근좌표,True,False,False,False,False,동두천,2289.0,동두천,2020-04-08,8.5,0.5,16.0,0.0,6.4,2.3
310,314,경기파주,2020-04-08,2020-04-08,0.5,126.8077119,37.84944357,인근좌표,False,False,False,False,True,파주,4966.0,파주,2020-04-08,7.6,-1.4,14.6,0.0,5.2,2.3
311,315,경기안양,2020-04-09,2020-04-09,0.64,126.9027706,37.40454384,인근좌표,False,True,False,False,False,수원,7644.0,수원,2020-04-09,8.2,2.0,14.0,0.0,6.1,2.3
312,316,경기남양주,2020-04-09,2020-04-09,1.0,127.25800349999999,37.64296989,인근좌표,False,False,True,False,False,양평,10321.0,양평,2020-04-09,8.9,0.3,16.0,0.0,3.9,1.5
313,317,경기여주,2020-04-09,2020-04-09,0.7,127.64428500000001,37.28762711,인근좌표,False,False,False,True,False,이천,12998.0,이천,2020-04-09,8.9,0.4,16.6,0.0,4.6,1.7
314,318,경기여주,2020-04-10,2020-04-10,0.01,127.64428500000001,37.28762711,인근좌표,False,False,False,True,False,이천,12999.0,이천,2020-04-10,10.0,2.3,17.4,0.0,2.9,1.2
315,319,경기고양,2020-04-10,2020-04-10,0.09,126.89936759999999,37.66019018,인근좌표,False,False,False,False,True,파주,4968.0,파주,2020-04-10,8.5,1.2,15.3,0.0,3.9,1.1
316,320,경기남양주,2020-04-10,2020-04-10,0.02,127.25800349999999,37.64296989,인근좌표,False,False,True,False,False,양평,10322.0,양평,2020-04-10,10.5,3.5,15.5,0.0,3.8,1.3
317,321,경기남양주,2020-04-10,2020-04-10,0.3,127.25800349999999,37.64296989,인근좌표,False,False,True,False,False,양평,10322.0,양평,2020-04-10,10.5,3.5,15.5,0.0,3.8,1.3
318,322,경기여주,2020-04-11,2020-04-11,0.01,127.64428500000001,37.28762711,인근좌표,False,False,False,True,False,이천,13000.0,이천,2020-04-11,9.5,3.9,16.6,0.0,3.7,1.7
319,323,경기광주,2020-04-12,2020-04-12,0.06,127.2917767,37.4004581,인근좌표,False,False,True,False,False,양평,10324.0,양평,2020-04-12,9.3,2.0,14.7,0.0,5.8,2.3
320,324,경기평택,2020-04-12,2020-04-12,0.03,127.0037131,37.02303199,인근좌표,False,True,False,False,False,수원,7647.0,수원,2020-04-12,9.6,2.4,15.5,0.0,5.4,2.3
321,325,경기광주,2020-04-12,2020-04-12,0.06,127.2917767,37.4004581,인근좌표,False,False,True,False,False,양평,10324.0,양평,2020-04-12,9.3,2.0,14.7,0.0,5.8,2.3
322,326,경기고양,2020-04-12,2020-04-12,0.06,126.89936759999999,37.66019018,인근좌표,False,False,False,False,True,파주,4970.0,파주,2020-04-12,8.2,1.1,15.1,0.1,7.5,3.0
323,327,경기평택,2020-04-13,2020-04-13,0.05,127.0037131,37.02303199,인근좌표,False,True,False,False,False,수원,7648.0,수원,2020-04-13,10.7,5.1,19.5,0.0,5.8,2.5
324,328,경기남양주,2020-04-13,2020-04-13,0.1,127.25800349999999,37.64296989,인근좌표,False,False,True,False,False,양평,10325.0,양평,2020-04-13,11.1,4.4,19.4,0.0,5.8,2.0
325,329,경기오산,2020-04-13,2020-04-13,0.01,127.051305,37.163072799999995,인근좌표,False,True,False,False,False,수원,7648.0,수원,2020-04-13,10.7,5.1,19.5,0.0,5.8,2.5
326,330,경기가평,2020-04-13,2020-04-13,2.75,127.4076594,37.8112458,인근좌표,False,False,True,False,False,양평,10325.0,양평,2020-04-13,11.1,4.4,19.4,0.0,5.8,2.0
327,331,경기남양주,2020-04-14,2020-04-14,0.5,127.25800349999999,37.64296989,인근좌표,False,False,True,False,False,양평,10326.0,양평,2020-04-14,11.9,1.6,21.8,0.0,3.4,1.4
328,332,경기남양주,2020-04-14,2020-04-14,0.7,127.25800349999999,37.64296989,인근좌표,False,False,True,False,False,양평,10326.0,양평,2020-04-14,11.9,1.6,21.8,0.0,3.4,1.4
329,333,경기수원,2020-04-14,2020-04-14,3.56,127.0029967,37.31811976,인근좌표,False,True,False,False,False,수원,7649.0,수원,2020-04-14,11.3,4.9,18.8,0.0,4.9,2.1
330,334,경기시흥,2020-04-14,2020-04-14,0.13,126.83356609999998,37.39397721,인근좌표,False,True,False,False,False,수원,7649.0,수원,2020-04-14,11.3,4.9,18.8,0.0,4.9,2.1
331,335,경기과천,2020-04-14,2020-04-14,0.07,127.0038933,37.43419438,인근좌표,False,True,False,False,False,수원,7649.0,수원,2020-04-14,11.3,4.9,18.8,0.0,4.9,2.1
332,336,경기용인,2020-04-08,2020-04-08,0.09,127.24003640000001,37.22209372,인근좌표,False,False,False,True,False,이천,12997.0,이천,2020-04-08,9.7,3.7,15.6,0.0,4.5,2.4
333,337,경기광주,2020-04-14,2020-04-14,0.01,127.2917767,37.4004581,인근좌표,False,False,True,False,False,양평,10326.0,양평,2020-04-14,11.9,1.6,21.8,0.0,3.4,1.4
334,338,경기평택,2020-04-15,2020-04-15,0.25,127.0037131,37.02303199,인근좌표,False,True,False,False,False,수원,7650.0,수원,2020-04-15,11.5,3.3,19.6,0.0,5.0,1.7
335,339,경기평택,2020-04-15,2020-04-15,0.03,127.0037131,37.02303199,인근좌표,False,True,False,False,False,수원,7650.0,수원,2020-04-15,11.5,3.3,19.6,0.0,5.0,1.7
336,340,경기안성,2020-04-15,2020-04-15,0.1,127.3059003,37.02476089,인근좌표,False,False,False,True,False,이천,13004.0,이천,2020-04-15,12.8,2.7,22.4,0.0,3.1,1.2
337,341,경기안성,2020-04-15,2020-04-15,0.02,127.3059003,37.02476089,인근좌표,False,False,False,True,False,이천,13004.0,이천,2020-04-15,12.8,2.7,22.4,0.0,3.1,1.2
338,342,경기여주,2020-04-15,2020-04-16,0.1,127.64428500000001,37.28762711,인근좌표,False,False,False,True,False,이천,13004.0,이천,2020-04-15,12.8,2.7,22.4,0.0,3.1,1.2
339,343,경기화성,2020-04-16,2020-04-16,0.01,126.91625570000001,37.15266119,인근좌표,False,True,False,False,False,수원,7651.0,수원,2020-04-16,14.3,5.1,23.5,0.0,4.6,1.9
340,344,경기군포,2020-04-16,2020-04-16,0.03,126.9207146,37.34179669,인근좌표,False,True,False,False,False,수원,7651.0,수원,2020-04-16,14.3,5.1,23.5,0.0,4.6,1.9
341,345,경기시흥,2020-04-16,2020-04-16,0.15,126.83356609999998,37.39397721,인근좌표,False,True,False,False,False,수원,7651.0,수원,2020-04-16,14.3,5.1,23.5,0.0,4.6,1.9
342,346,경기화성,2020-04-18,2020-04-18,0.01,126.91625570000001,37.15266119,인근좌표,False,True,False,False,False,수원,7653.0,수원,2020-04-18,12.8,9.1,18.1,0.0,5.3,2.5
343,347,경기화성,2020-04-18,2020-04-18,0.01,126.91625570000001,37.15266119,인근좌표,False,True,False,False,False,수원,7653.0,수원,2020-04-18,12.8,9.1,18.1,0.0,5.3,2.5
344,348,경기여주,2020-04-22,2020-04-22,0.01,127.64428500000001,37.28762711,인근좌표,False,False,False,True,False,이천,13011.0,이천,2020-04-22,6.7,3.4,10.6,0.0,5.4,3.1
345,349,경기포천,2020-04-26,2020-04-26,0.5,127.237579,37.96766787,인근좌표,True,False,False,False,False,동두천,2307.0,동두천,2020-04-26,11.3,2.8,19.8,0.0,6.8,2.0
346,350,경기여주,2020-04-26,2020-04-26,0.01,127.64428500000001,37.28762711,인근좌표,False,False,False,True,False,이천,13015.0,이천,2020-04-26,12.9,6.5,19.8,0.0,4.2,2.0
347,351,경기군포,2020-04-26,2020-04-26,0.33,126.9207146,37.34179669,인근좌표,False,True,False,False,False,수원,7661.0,수원,2020-04-26,11.8,5.2,18.4,0.0,6.1,2.5
348,352,경기연천,2020-04-27,2020-04-27,0.1,127.02681979999998,38.08507414,인근좌표,True,False,False,False,False,동두천,2308.0,동두천,2020-04-27,11.6,3.9,19.1,0.0,5.0,1.6
349,353,경기가평,2020-04-27,2020-04-27,0.02,127.4076594,37.8112458,인근좌표,False,False,True,False,False,양평,10339.0,양평,2020-04-27,10.6,4.1,17.9,0.0,7.4,1.4
350,354,경기연천,2020-04-28,2020-04-28,0.1,127.02681979999998,38.08507414,인근좌표,True,False,False,False,False,동두천,2309.0,동두천,2020-04-28,12.6,3.5,21.1,0.0,6.6,2.3
351,355,경기이천,2020-04-28,2020-04-28,0.05,127.4520008,37.20146617,인근좌표,False,False,False,True,False,이천,13017.0,이천,2020-04-28,13.4,2.9,21.9,0.0,4.6,1.8
352,356,경기화성,2020-04-29,2020-04-29,0.01,126.91625570000001,37.15266119,인근좌표,False,True,False,False,False,수원,7664.0,수원,2020-04-29,14.4,8.8,21.8,0.0,5.1,2.0
353,357,경기용인,2020-04-29,2020-04-29,0.05,127.24003640000001,37.22209372,인근좌표,False,False,False,True,False,이천,13018.0,이천,2020-04-29,14.6,6.7,23.4,0.0,3.2,1.3
354,358,경기포천,2020-04-29,2020-04-29,0.2,127.237579,37.96766787,인근좌표,True,False,False,False,False,동두천,2310.0,동두천,2020-04-29,14.0,7.1,22.3,0.0,5.7,2.0
355,359,경기용인,2020-04-30,2020-04-30,0.01,127.24003640000001,37.22209372,인근좌표,False,False,False,True,False,이천,13019.0,이천,2020-04-30,16.5,4.9,25.5,0.0,4.5,1.6
356,360,경기포천,2020-04-30,2020-04-30,0.12,127.237579,37.96766787,인근좌표,True,False,False,False,False,동두천,2311.0,동두천,2020-04-30,15.4,5.1,24.6,0.0,7.1,2.1
357,361,경기남양주,2020-04-30,2020-04-30,0.1,127.25800349999999,37.64296989,인근좌표,False,False,True,False,False,양평,10342.0,양평,2020-04-30,16.1,5.3,24.9,0.0,4.7,1.4
358,362,경기가평,2020-04-30,2020-04-30,0.59,127.4076594,37.8112458,인근좌표,False,False,True,False,False,양평,10342.0,양평,2020-04-30,16.1,5.3,24.9,0.0,4.7,1.4
359,363,경기성남,2020-05-01,2020-05-01,0.01,127.10373340000001,37.43511843,인근좌표,False,True,False,False,False,수원,7666.0,수원,2020-05-01,20.4,15.9,27.0,0.0,4.3,2.2
360,364,경기남양주,2020-05-06,2020-05-06,0.03,127.25800349999999,37.64296989,인근좌표,False,False,True,False,False,양평,10348.0,양평,2020-05-06,17.9,9.4,27.0,0.0,2.7,1.1
361,365,경기포천,2020-05-07,2020-05-07,0.02,127.237579,37.96766787,인근좌표,True,False,False,False,False,동두천,2318.0,동두천,2020-05-07,19.2,10.8,26.4,0.0,3.2,1.1
362,366,경기안성,2020-05-08,2020-05-08,0.1,127.3059003,37.02476089,인근좌표,False,False,False,True,False,이천,13027.0,이천,2020-05-08,18.7,12.7,25.5,1.4,3.0,1.1
363,367,경기이천,2020-06-08,2020-06-08,0.02,127.4520008,37.20146617,인근좌표,False,False,False,True,False,이천,13058.0,이천,2020-06-08,25.0,18.6,32.0,0.0,3.1,1.2
364,368,경기양평,2020-06-09,2020-06-09,0.04,127.58109590000001,37.51899594,인근좌표,False,False,True,False,False,양평,10382.0,양평,2020-06-09,26.1,18.7,34.1,0.0,3.2,1.4
365,369,경기하남,2020-06-09,2020-06-09,0.01,127.2110935,37.5303375,인근좌표,False,False,True,False,False,양평,10382.0,양평,2020-06-09,26.1,18.7,34.1,0.0,3.2,1.4
366,370,경기안성,2020-06-09,2020-06-09,0.1,127.3059003,37.02476089,인근좌표,False,False,False,True,False,이천,13059.0,이천,2020-06-09,26.3,17.8,34.0,0.0,2.4,1.0
367,371,경기남양주,2020-06-14,2020-06-14,0.02,127.25800349999999,37.64296989,인근좌표,False,False,True,False,False,양평,10387.0,양평,2020-06-14,24.1,20.4,29.6,4.4,5.5,1.9
368,372,경기화성,2020-06-16,2020-06-16,0.01,126.91625570000001,37.15266119,인근좌표,False,True,False,False,False,수원,7712.0,수원,2020-06-16,23.4,19.6,29.5,0.0,4.1,1.9
369,373,경기김포,2020-06-20,2020-06-20,0.02,126.6015557,37.68465337,인근좌표,False,False,False,False,True,파주,5039.0,파주,2020-06-20,22.6,17.3,29.2,0.0,3.7,1.1
370,374,경기고양,2020-06-20,2020-06-20,0.01,126.89936759999999,37.66019018,인근좌표,False,False,False,False,True,파주,5039.0,파주,2020-06-20,22.6,17.3,29.2,0.0,3.7,1.1
371,375,경기의왕,2020-06-21,2020-06-21,0.06,126.9891898,37.35795112,인근좌표,False,True,False,False,False,수원,7717.0,수원,2020-06-21,24.2,18.5,31.9,0.0,4.7,1.7
372,376,경기하남,2020-06-22,2020-06-22,0.07,127.2110935,37.5303375,인근좌표,False,False,True,False,False,양평,10395.0,양평,2020-06-22,26.8,19.1,35.0,0.0,2.7,1.1
373,377,경기광명,2020-06-23,2020-06-23,0.01,126.8674732,37.44833711,인근좌표,False,True,False,False,False,수원,7719.0,수원,2020-06-23,25.5,20.8,30.2,0.0,3.5,1.4
374,378,경기광명,2020-06-23,2020-06-23,0.01,126.8674732,37.44833711,인근좌표,False,True,False,False,False,수원,7719.0,수원,2020-06-23,25.5,20.8,30.2,0.0,3.5,1.4
375,379,경기가평,2020-10-07,2020-10-07,0.01,127.4076594,37.8112458,인근좌표,False,False,True,False,False,양평,10502.0,양평,2020-10-07,14.3,7.9,22.0,0.0,2.8,0.9
376,380,경기가평,2020-10-17,2020-10-17,0.01,127.4076594,37.8112458,인근좌표,False,False,True,False,False,양평,10512.0,양평,2020-10-17,11.0,6.2,19.0,0.0,2.6,0.8
377,381,경기군포,2020-10-19,2020-10-19,0.4,126.9207146,37.34179669,인근좌표,False,True,False,False,False,수원,7837.0,수원,2020-10-19,14.0,7.1,21.0,0.0,3.5,1.1
378,382,경기광주,2020-10-28,2020-10-28,0.1,127.2917767,37.4004581,인근좌표,False,False,True,False,False,양평,10523.0,양평,2020-10-28,12.9,7.8,19.8,0.0,3.6,1.3
379,383,경기화성,2020-10-29,2020-10-29,0.03,126.91625570000001,37.15266119,인근좌표,False,True,False,False,False,수원,7847.0,수원,2020-10-29,9.5,2.2,16.4,0.0,3.7,1.2
380,384,경기양평,2020-10-29,2020-10-29,0.1,127.58109590000001,37.51899594,인근좌표,False,False,True,False,False,양평,10524.0,양평,2020-10-29,8.3,1.0,16.5,0.0,2.3,0.8
381,385,경기의정부,2020-10-30,2020-10-30,0.04,127.0666545,37.73305139,인근좌표,True,False,False,False,False,동두천,2494.0,동두천,2020-10-30,9.2,1.3,18.9,0.0,1.8,0.8
382,386,경기파주,2020-10-31,2020-10-31,0.06,126.8077119,37.84944357,인근좌표,False,False,False,False,True,파주,5172.0,파주,2020-10-31,10.0,1.3,18.1,0.0,4.0,1.3
383,387,경기김포,2020-10-31,2020-10-31,0.05,126.6015557,37.68465337,인근좌표,False,False,False,False,True,파주,5172.0,파주,2020-10-31,10.0,1.3,18.1,0.0,4.0,1.3
384,388,경기성남,2020-11-04,2020-11-04,0.03,127.10373340000001,37.43511843,인근좌표,False,True,False,False,False,수원,7853.0,수원,2020-11-04,4.9,-0.4,10.7,0.0,5.1,1.9
385,389,경기포천,2020-11-08,2020-11-08,0.01,127.237579,37.96766787,인근좌표,True,False,False,False,False,동두천,2503.0,동두천,2020-11-08,7.9,2.7,13.3,0.0,7.0,2.9
386,390,경기양주,2020-11-08,2020-11-08,0.03,127.0141132,37.80569311,인근좌표,True,False,False,False,False,동두천,2503.0,동두천,2020-11-08,7.9,2.7,13.3,0.0,7.0,2.9
387,391,경기포천,2020-12-01,2020-12-01,0.05,127.237579,37.96766787,인근좌표,True,False,False,False,False,동두천,2526.0,동두천,2020-12-01,-1.3,-7.7,5.6,0.0,2.6,0.9
388,392,경기파주,2020-12-02,2020-12-02,0.01,126.8077119,37.84944357,인근좌표,False,False,False,False,True,파주,5204.0,파주,2020-12-02,0.3,-3.3,5.4,0.0,2.8,0.9
389,393,경기동두천,2020-12-04,2020-12-04,0.15,127.06698929999999,37.92058118,인근좌표,True,False,False,False,False,동두천,2529.0,동두천,2020-12-04,-2.4,-8.0,4.1,0.0,3.9,0.9
390,394,경기안성,2020-12-04,2020-12-04,0.05,127.3059003,37.02476089,인근좌표,False,False,False,True,False,이천,13237.0,이천,2020-12-04,-1.5,-7.8,6.0,0.0,2.9,0.9
391,395,경기포천,2020-12-06,2020-12-06,0.01,127.237579,37.96766787,인근좌표,True,False,False,False,False,동두천,2531.0,동두천,2020-12-06,2.9,-0.5,9.5,0.0,4.9,1.1
392,396,경기여주,2020-12-07,2020-12-07,0.16,127.64428500000001,37.28762711,인근좌표,False,False,False,True,False,이천,13240.0,이천,2020-12-07,2.2,-1.8,8.2,0.0,4.4,1.1
393,397,경기고양,2020-12-07,2020-12-07,0.02,126.89936759999999,37.66019018,인근좌표,False,False,False,False,True,파주,5209.0,파주,2020-12-07,0.1,-4.3,5.7,0.0,5.3,1.4
394,398,경기화성,2020-12-09,2020-12-09,0.07,126.91625570000001,37.15266119,인근좌표,False,True,False,False,False,수원,7888.0,수원,2020-12-09,1.0,-6.4,5.8,0.0,2.3,0.9
395,399,경기하남,2020-01-30,2020-01-30,0.03,127.2110935,37.5303375,인근좌표,False,False,True,False,False,양평,10251.0,양평,2020-01-30,4.6,-1.0,9.8,0.0,2.2,0.8
396,400,경기시흥,2020-02-01,2020-02-01,0.03,126.83356609999998,37.39397721,인근좌표,False,True,False,False,False,수원,7576.0,수원,2020-02-01,1.9,-2.2,7.7,0.0,4.7,1.6
397,401,경기안성,2020-02-04,2020-02-04,0.06,127.3059003,37.02476089,인근좌표,False,False,False,True,False,이천,12933.0,이천,2020-02-04,-1.2,-8.7,5.9,1.7,3.7,1.5
398,402,경기용인,2020-02-04,2020-02-04,0.2,127.24003640000001,37.22209372,인근좌표,False,False,False,True,False,이천,12933.0,이천,2020-02-04,-1.2,-8.7,5.9,1.7,3.7,1.5
399,403,경기여주,2020-02-05,2020-02-05,0.09,127.64428500000001,37.28762711,인근좌표,False,False,False,True,False,이천,12934.0,이천,2020-02-05,-6.5,-9.5,-2.0,0.0,3.3,1.8
400,404,경기파주,2020-02-08,2020-02-08,0.01,126.8077119,37.84944357,인근좌표,False,False,False,False,True,파주,4906.0,파주,2020-02-08,-1.3,-6.3,3.7,0.0,4.8,1.8
401,405,경기파주,2020-02-08,2020-02-08,0.03,126.8077119,37.84944357,인근좌표,False,False,False,False,True,파주,4906.0,파주,2020-02-08,-1.3,-6.3,3.7,0.0,4.8,1.8
402,406,경기성남,2020-02-09,2020-02-09,0.01,127.10373340000001,37.43511843,인근좌표,False,True,False,False,False,수원,7584.0,수원,2020-02-09,-0.9,-7.0,3.9,0.0,5.3,1.6
403,407,경기평택,2020-02-10,2020-02-10,0.01,127.0037131,37.02303199,인근좌표,False,True,False,False,False,수원,7585.0,수원,2020-02-10,3.2,-1.9,10.5,0.0,4.5,1.2
404,408,경기파주,2020-02-11,2020-02-11,0.03,126.8077119,37.84944357,인근좌표,False,False,False,False,True,파주,4909.0,파주,2020-02-11,3.2,-5.1,13.3,0.0,3.4,0.9
